customer_id,first_name,last_name,email,phone,segment,lifetime_value,last_contact_date,opted_in_marketing,export_date
CUST_0463,Edward,Gonzalez,michaelpatterson@example.net,927.365.7007,New,4282.01,2026-08-04,True,2026-08-05
CUST_0464,Mary,Mahoney,fsanchez@example.net,688-252-1158,At-Risk,1466.07,2026-08-04,True,2026-08-05
CUST_0465,Lisa,Kim,martinezjason@example.org,925.821.3050x99663,At-Risk,4070.06,2026-08-04,True,2026-08-05
CUST_0466,Kyle,Rice,kevinwilliams@example.org,+1-556-505-8872x7280,At-Risk,4721.41,2026-08-04,False,2026-08-05
CUST_0467,Brandon,Ramirez,matthewstyler@example.com,4723335027,At-Risk,2633.34,2026-08-04,False,2026-08-05
CUST_0468,Kenneth,Hess,baldwingeorge@example.com,+1-361-337-7719x50830,New,1013.71,2026-08-04,True,2026-08-05
CUST_0469,William,Ballard,dleach@example.com,570-936-2554x1523,Regular,4907.43,2026-08-04,True,2026-08-05
CUST_0470,Charles,Ritter,nathan47@example.net,951.763.1291x0585,At-Risk,3127.71,2026-08-04,True,2026-08-05
CUST_0471,Matthew,Arellano,whitepatrick@example.com,5655289053,Regular,2752.52,2026-08-04,True,2026-08-05
CUST_0472,Jennifer,Andrews,glenn12@example.net,9138615819,VIP,2076.35,2026-08-04,False,2026-08-05
CUST_0473,Jason,Reid,brandonmedina@example.com,803-778-4573x54420,New,593.01,2026-08-04,True,2026-08-05
CUST_0474,Julia,Dean,imclaughlin@example.com,+1-673-795-4451,New,1776.63,2026-08-04,True,2026-08-05
CUST_0475,Destiny,Williams,timothyhiggins@example.net,+1-901-597-9932,Regular,4791.12,2026-08-04,True,2026-08-05
CUST_0476,Dawn,Nelson,ytaylor@example.com,344.867.4305x7465,New,2117.32,2026-08-04,False,2026-08-05
CUST_0477,John,Ortiz,xallen@example.org,+1-286-350-1145x7064,Regular,231.03,2026-08-04,True,2026-08-05
CUST_0478,Christopher,Gonzalez,miguelspears@example.org,001-765-669-4445,New,1645.1,2026-08-04,False,2026-08-05
CUST_0479,Joseph,Williams,pbrown@example.org,693.899.0696x5659,VIP,4706.21,2026-08-04,True,2026-08-05
CUST_0480,Andrea,Hatfield,brian39@example.org,(816)504-9144x21194,At-Risk,428.57,2026-08-04,True,2026-08-05
CUST_0481,Danielle,Foster,paulyork@example.net,+1-801-406-0389x79312,Regular,4460.31,2026-08-04,False,2026-08-05
CUST_0482,Mary,Russell,kimberlysnow@example.com,(381)782-6208,At-Risk,2631.1,2026-08-04,False,2026-08-05
CUST_0483,Michael,French,lynnsmith@example.com,+1-853-247-6832x23653,Regular,2583.65,2026-08-04,False,2026-08-05
CUST_0484,Jacob,Carpenter,zpierce@example.org,+1-306-905-8461x2665,Regular,1686.95,2026-08-04,False,2026-08-05
CUST_0485,Christopher,Juarez,kristopher51@example.org,8737828437,VIP,167.58,2026-08-04,True,2026-08-05
CUST_0486,Amy,Lawson,woodderrick@example.org,345-843-1966x46044,VIP,1035.21,2026-08-04,True,2026-08-05
CUST_0487,Lisa,Mcpherson,sarahprice@example.org,+1-333-298-1261x512,VIP,3020.25,2026-08-04,False,2026-08-05
CUST_0488,Rachel,Oconnor,tonyibarra@example.com,993-616-3472,At-Risk,2802.53,2026-08-04,False,2026-08-05
CUST_0489,Stephanie,Whitehead,smithsarah@example.org,(497)690-3281x40897,New,583.96,2026-08-04,True,2026-08-05
CUST_0490,Yvonne,Rodriguez,suttonwendy@example.org,956-984-3161x2901,Regular,2253.08,2026-08-04,False,2026-08-05
CUST_0491,Jeffrey,Ramirez,floresdenise@example.org,733-890-9378,Regular,931.62,2026-08-04,False,2026-08-05
CUST_0492,Cheryl,Marquez,millerwilliam@example.com,+1-682-971-7698x761,Regular,2435.58,2026-08-04,False,2026-08-05
CUST_0493,Kenneth,Gonzales,paullopez@example.net,956-294-9704x482,Regular,1808.58,2026-08-04,True,2026-08-05
CUST_0494,Patrick,Ellis,bwagner@example.net,(443)353-7075,Regular,1883.42,2026-08-04,True,2026-08-05
CUST_0495,Jeremy,Mckenzie,sherrythomas@example.net,314.435.4401,Regular,1907.31,2026-08-04,True,2026-08-05
CUST_0496,Kevin,Lee,lindsay52@example.net,273.528.6314,At-Risk,2582.02,2026-08-04,False,2026-08-05
CUST_0497,Victoria,Skinner,johnsonlisa@example.net,506-841-3456,At-Risk,2954.05,2026-08-04,True,2026-08-05
CUST_0498,Alison,Meadows,madelinewelch@example.org,660-743-1659,At-Risk,4593.16,2026-08-04,True,2026-08-05
CUST_0499,Cole,Bray,bradleymelissa@example.net,(839)428-4129,New,1961.89,2026-08-04,True,2026-08-05
CUST_0500,Kelly,Russell,stevenhill@example.com,624-610-2932x488,Regular,4609.89,2026-08-04,False,2026-08-05
